Chr13	103400000	104400000	52456
Chr07	61000000	62000000	25582
Chr13	103600000	104600000	51524
Chr07	61200000	62200000	25582
Chr07	61400000	62400000	29266
Chr07	61600000	62600000	3684
Chr03	23800000	24800000	589
Chr03	24000000	25000000	4290
Chr03	24200000	25200000	5865
Chr02	17800000	18800000	20129
Chr03	24400000	25400000	9975
Chr02	18000000	19000000	20129
Chr03	24600000	25600000	30255
Chr02	18200000	19200000	15520
Chr03	24800000	25800000	38006
Chr02	18400000	19400000	18558
Chr03	25000000	26000000	35946
Chr02	18600000	19600000	18915
Chr03	25200000	26200000	41648
Chr02	18800000	19800000	3395
Chr03	25400000	26400000	37538
Chr02	19000000	20000000	7462
Chr03	25600000	26600000	22941
Chr02	19200000	20200000	26309
Chr02	19400000	20400000	37478
Chr02	19600000	20600000	57899
Chr08	73800000	74800000	7079
Chr08	74000000	75000000	10299
Chr08	74200000	75200000	7226
Chr08	74400000	75400000	10906
Chr08	74600000	75600000	17795
Chr08	74800000	75800000	21945
Chr08	75000000	76000000	17258
Chr08	75200000	76200000	29753
Chr08	75400000	76400000	26510
Chr08	75600000	76600000	19621
Chr10	77800000	78800000	21790
Chr10	78000000	79000000	14076
Chr10	78200000	79200000	14076
Chr10	78400000	79400000	14076
Chr10	78600000	79600000	1421
Chr10	78800000	79800000	1421
Chr10	79000000	80000000	4163
Chr10	79200000	80200000	8671
Chr10	79400000	80400000	10656
Chr10	79600000	80600000	18864
Chr04	37800000	38800000	18917
Chr04	38000000	39000000	23391
Chr04	38200000	39200000	7221
Chr04	38400000	39400000	11939
Chr04	38600000	39600000	10395
Chr04	38800000	39800000	32421
Chr04	39000000	40000000	38915
Chr04	39200000	40200000	39401
Chr13	103800000	104800000	41915
Chr04	39400000	40400000	39015
Chr13	104000000	105000000	73959
Chr04	39600000	40600000	47813
Chr13	104200000	105200000	84710
Chr07	61800000	62800000	10928
Chr13	104400000	105400000	106657
Chr07	62000000	63000000	11716
Chr13	104600000	105600000	113685
Chr07	62200000	63200000	11716
Chr13	104800000	105800000	128019
Chr07	62400000	63400000	8032
Chr13	105000000	106000000	99320
Chr07	62600000	63600000	8032
Chr13	105200000	106200000	113844
Chr07	62800000	63800000	788
Chr13	105400000	106400000	102802
Chr07	63000000	64000000	4900
Chr13	105600000	106600000	97855
Chr07	63200000	64200000	4900
Chr07	63400000	64400000	4900
Chr07	63600000	64600000	4900
Chr03	25800000	26800000	16707
Chr03	26000000	27000000	15510
Chr03	26200000	27200000	7644
Chr03	26400000	27400000	10677
Chr03	26600000	27600000	12682
Chr03	26800000	27800000	21182
Chr03	27000000	28000000	31259
Chr03	27200000	28200000	36770
Chr03	27400000	28400000	45340
Chr03	27600000	28600000	37652
Chr08	75800000	76800000	15839
Chr08	76000000	77000000	18137
Chr08	76200000	77200000	7403
Chr08	76400000	77400000	13317
Chr08	76600000	77600000	19591
Chr08	76800000	77800000	23308
Chr08	77000000	78000000	22407
Chr08	77200000	78200000	27159
Chr08	77400000	78400000	20357
Chr08	77600000	78600000	18436
Chr13	105800000	106800000	103926
Chr13	106000000	107000000	105346
Chr13	106200000	107200000	120128
Chr07	63800000	64800000	4900
Chr13	106400000	107400000	115081
Chr07	64000000	65000000	11558
Chr13	106600000	107600000	135945
Chr07	64200000	65200000	14318
Chr13	106800000	107800000	124635
Chr07	64400000	65400000	14318
Chr13	107000000	108000000	124081
Chr07	64600000	65600000	34369
Chr13	107200000	108200000	109262
Chr07	64800000	65800000	34369
Chr13	107400000	108400000	125745
Chr07	65000000	66000000	22811
Chr13	107600000	108600000	122098
Chr07	65200000	66200000	21154
Chr07	65400000	66400000	23284
Chr07	65600000	66600000	3233
Chr03	27800000	28800000	27635
Chr03	28000000	29000000	17114
