Chr03	23800000	24800000	339419
Chr03	24000000	25000000	138850
Chr03	24200000	25200000	21445
Chr02	17800000	18800000	146137
Chr03	24400000	25400000	79243
Chr02	18000000	19000000	162228
Chr03	24600000	25600000	92053
Chr02	18200000	19200000	159161
Chr03	24800000	25800000	70608
Chr02	18400000	19400000	136905
Chr03	25000000	26000000	70608
Chr02	18600000	19600000	93301
Chr03	25200000	26200000	93959
Chr02	18800000	19800000	105656
Chr03	25400000	26400000	93959
Chr02	19000000	20000000	372219
Chr03	25600000	26600000	23351
Chr02	19200000	20200000	457192
Chr02	19400000	20400000	469664
Chr02	19600000	20600000	506842
Chr04	37800000	38800000	75405
Chr04	38000000	39000000	73587
Chr04	38200000	39200000	72934
Chr04	38400000	39400000	71219
Chr04	38600000	39600000	133656
Chr04	38800000	39800000	147525
Chr04	39000000	40000000	136861
Chr04	39200000	40200000	159837
Chr04	39400000	40400000	179450
Chr04	39600000	40600000	81875
Chr03	25800000	26800000	23351
Chr03	26000000	27000000	23351
Chr03	26200000	27200000	12801
Chr03	26400000	27400000	12801
Chr03	26600000	27600000	150802
Chr03	26800000	27800000	165756
Chr03	27000000	28000000	165756
Chr03	27200000	28200000	196167
Chr03	27400000	28400000	288152
Chr03	27600000	28600000	150151
Chr03	27800000	28800000	135197
Chr03	28000000	29000000	135197
Chr03	28200000	29200000	91985
Chr03	28400000	29400000	19759
Chr03	28600000	29600000	55726
Chr09	1800000	2800000	970302
Chr03	28800000	29800000	101219
Chr09	2000000	3000000	1060552
Chr03	29000000	30000000	143773
Chr09	2200000	3200000	1097962
Chr03	29200000	30200000	157518
Chr09	2400000	3400000	2901021
Chr03	29400000	30400000	153667
Chr09	2600000	3600000	2931872
Chr03	29600000	30600000	271179
Chr09	2800000	3800000	2843617
Chr09	3000000	4000000	2712844
Chr09	3200000	4200000	2789886
Chr09	3400000	4400000	2851897
Chr09	3600000	4600000	2956681
Chr03	29800000	30800000	253806
Chr03	30000000	31000000	305010
Chr03	30200000	31200000	419220
Chr03	30400000	31400000	464895
Chr03	30600000	31600000	320273
Chr03	30800000	31800000	306553
Chr09	3800000	4800000	5014609
Chr03	31000000	32000000	243817
Chr09	4000000	5000000	5248428
Chr03	31200000	32200000	138102
Chr09	4200000	5200000	5333530
Chr03	31400000	32400000	100089
Chr09	4400000	5400000	5275063
Chr03	31600000	32600000	107160
Chr09	4600000	5600000	5184711
Chr09	4800000	5800000	5127593
Chr09	5000000	6000000	5092588
Chr09	5200000	6200000	3166994
Chr09	5400000	6400000	3232103
Chr09	5600000	6600000	3128836
Chr02	19800000	20800000	509743
Chr02	20000000	21000000	287957
Chr02	20200000	21200000	218717
Chr02	20400000	21400000	200107
Chr13	1800000	2800000	823071
Chr02	20600000	21600000	174303
Chr13	2000000	3000000	809385
Chr02	20800000	21800000	154848
Chr13	2200000	3200000	932530
Chr02	21000000	22000000	73574
Chr13	2400000	3400000	848779
Chr02	21200000	22200000	45376
Chr13	2600000	3600000	664732
Chr02	21400000	22400000	72758
Chr13	2800000	3800000	658627
Chr02	21600000	22600000	50369
Chr13	3000000	4000000	655635
Chr13	3200000	4200000	542776
Chr13	3400000	4400000	630845
Chr13	3600000	4600000	595403
Chr03	31800000	32800000	242323
Chr03	32000000	33000000	263734
Chr03	32200000	33200000	347331
Chr03	32400000	33400000	455532
Chr03	32600000	33600000	462918
Chr09	5800000	6800000	3112741
Chr03	32800000	33800000	322375
Chr09	6000000	7000000	2835707
Chr03	33000000	34000000	342109
Chr09	6200000	7200000	2843375
Chr03	33200000	34200000	303553
Chr09	6400000	7400000	2716419
Chr03	33400000	34400000	160317
Chr09	6600000	7600000	2885108
Chr03	33600000	34600000	243614
Chr09	6800000	7800000	2512030
Chr09	7000000	8000000	2674714
Chr09	7200000	8200000	2582833
Chr09	7400000	8400000	4558039
Chr09	7600000	8600000	4574069
Chr02	21800000	22800000	42494
Chr02	22000000	23000000	95840
Chr02	22200000	23200000	120468
Chr02	22400000	23400000	223383
Chr13	3800000	4800000	535061
Chr02	22600000	23600000	259326
Chr13	4000000	5000000	397885
Chr02	22800000	23800000	272947
Chr13	4200000	5200000	404762
Chr02	23000000	24000000	236084
Chr13	4400000	5400000	354747
Chr02	23200000	24200000	246242
Chr13	4600000	5600000	312499
Chr02	23400000	24400000	111633
Chr13	4800000	5800000	295700
Chr02	23600000	24600000	176013
Chr13	5000000	6000000	229442
Chr13	5200000	6200000	127475
Chr13	5400000	6400000	135072
Chr13	5600000	6600000	72979
Chr03	33800000	34800000	268596
Chr03	34000000	35000000	197228
Chr03	34200000	35200000	231260
Chr03	34400000	35400000	300894
Chr03	34600000	35600000	239421
Chr09	7800000	8800000	4759201
Chr03	34800000	35800000	284153
Chr09	8000000	9000000	4686276
Chr03	35000000	36000000	430091
Chr09	8200000	9200000	4748665
Chr03	35200000	36200000	448083
Chr09	8400000	9400000	4664057
Chr03	35400000	36400000	411696
Chr09	8600000	9600000	4466868
Chr03	35600000	36600000	367310
Chr09	8800000	9800000	4191158
Chr09	9000000	10000000	4164343
Chr09	9200000	10200000	2736098
Chr09	9400000	10400000	2660023
Chr09	9600000	10600000	2682135
Chr02	23800000	24800000	253142
Chr02	24000000	25000000	238948
Chr02	24200000	25200000	206383
Chr02	24400000	25400000	276685
Chr13	5800000	6800000	173159
Chr02	24600000	25600000	226871
Chr13	6000000	7000000	245842
Chr02	24800000	25800000	156729
Chr13	6200000	7200000	296121
Chr02	25000000	26000000	335517
Chr13	6400000	7400000	371741
Chr02	25200000	26200000	338925
Chr13	6600000	7600000	379846
Chr02	25400000	26400000	393476
Chr13	6800000	7800000	305317
Chr02	25600000	26600000	380406
Chr13	7000000	8000000	528313
Chr13	7200000	8200000	521448
Chr13	7400000	8400000	501760
Chr13	7600000	8600000	427577
Chr03	35800000	36800000	335444
Chr03	36000000	37000000	230755
Chr03	36200000	37200000	251805
Chr03	36400000	37400000	381383
Chr03	36600000	37600000	442104
Chr09	9800000	10800000	2805934
Chr03	36800000	37800000	417683
Chr09	10000000	11000000	2875925
Chr03	37000000	38000000	461045
Chr09	10200000	11200000	865610
Chr03	37200000	38200000	437313
Chr09	10400000	11400000	906179
Chr03	37400000	38400000	304467
Chr09	10600000	11600000	917015
Chr03	37600000	38600000	297411
Chr09	10800000	11800000	768359
Chr09	11000000	12000000	614730
Chr09	11200000	12200000	688622
Chr09	11400000	12400000	693085
Chr09	11600000	12600000	622299
Chr02	25800000	26800000	417603
Chr02	26000000	27000000	351927
Chr02	26200000	27200000	346298
Chr02	26400000	27400000	524421
Chr13	7800000	8800000	413637
Chr02	26600000	27600000	589481
Chr13	8000000	9000000	200499
Chr02	26800000	27800000	607592
Chr13	8200000	9200000	157047
Chr02	27000000	28000000	481354
Chr13	8400000	9400000	159576
Chr02	27200000	28200000	579002
Chr13	8600000	9600000	150302
Chr02	27400000	28400000	506517
Chr13	8800000	9800000	193305
Chr02	27600000	28600000	167042
Chr13	9000000	10000000	196174
Chr13	9200000	10200000	206132
Chr13	9400000	10400000	167150
Chr13	9600000	10600000	196107
Chr03	37800000	38800000	305481
Chr03	38000000	39000000	260729
Chr03	38200000	39200000	272887
Chr03	38400000	39400000	322426
Chr03	38600000	39600000	280261
Chr03	38800000	39800000	267777
Chr09	11800000	12800000	628517
Chr03	39000000	40000000	224428
Chr09	12000000	13000000	700197
Chr03	39200000	40200000	365069
Chr09	12200000	13200000	600356
Chr03	39400000	40400000	459994
Chr09	12400000	13400000	636784
Chr03	39600000	40600000	578157
Chr09	12600000	13600000	633766
Chr09	12800000	13800000	763439
Chr09	13000000	14000000	699152
Chr09	13200000	14200000	732793
Chr09	13400000	14400000	970997
Chr09	13600000	14600000	1096234
Chr02	27800000	28800000	222951
Chr02	28000000	29000000	239767
Chr02	28200000	29200000	177732
Chr02	28400000	29400000	228271
Chr13	9800000	10800000	141457
Chr02	28600000	29600000	335849
Chr13	10000000	11000000	107887
Chr02	28800000	29800000	224621
Chr13	10200000	11200000	180737
Chr02	29000000	30000000	224908
Chr13	10400000	11400000	337102
Chr02	29200000	30200000	189295
Chr13	10600000	11600000	334271
Chr02	29400000	30400000	145219
Chr13	10800000	11800000	366803
Chr02	29600000	30600000	35391
Chr13	11000000	12000000	339562
Chr13	11200000	12200000	266157
Chr13	11400000	12400000	277295
Chr13	11600000	12600000	95315
Chr09	13800000	14800000	1058041
Chr09	14000000	15000000	1105023
Chr09	14200000	15200000	1191196
Chr09	14400000	15400000	863441
Chr09	14600000	15600000	788636
Chr09	14800000	15800000	870970
Chr09	15000000	16000000	820348
Chr09	15200000	16200000	667421
Chr09	15400000	16400000	672155
Chr09	15600000	16600000	649540
Chr02	29800000	30800000	94329
Chr02	30000000	31000000	70141
Chr02	30200000	31200000	70141
Chr02	30400000	31400000	64098
Chr13	11800000	12800000	70678
Chr02	30600000	31600000	112426
Chr13	12000000	13000000	100744
Chr02	30800000	31800000	148575
Chr13	12200000	13200000	74870
Chr02	31000000	32000000	122133
Chr13	12400000	13400000	87300
Chr02	31200000	32200000	122133
Chr13	12600000	13600000	143036
Chr02	31400000	32400000	175679
Chr13	12800000	13800000	129937
Chr02	31600000	32600000	127351
Chr13	13000000	14000000	106237
Chr13	13200000	14200000	135649
Chr13	13400000	14400000	154889
Chr13	13600000	14600000	177476
Chr09	15800000	16800000	645860
Chr09	16000000	17000000	606523
Chr09	16200000	17200000	703228
Chr09	16400000	17400000	687553
Chr09	16600000	17600000	676337
Chr01	19800000	20800000	196055
Chr09	16800000	17800000	691564
Chr01	20000000	21000000	249578
Chr09	17000000	18000000	791602
Chr01	20200000	21200000	244973
Chr09	17200000	18200000	857483
Chr01	20400000	21400000	335439
Chr09	17400000	18400000	854537
Chr01	20600000	21600000	351736
Chr09	17600000	18600000	866681
Chr01	20800000	21800000	398134
Chr01	21000000	22000000	366983
Chr01	21200000	22200000	383045
Chr01	21400000	22400000	243440
Chr01	21600000	22600000	157663
Chr02	31800000	32800000	70067
Chr02	32000000	33000000	57856
Chr02	32200000	33200000	57856
Chr02	32400000	33400000	3890
Chr13	13800000	14800000	237066
Chr02	32600000	33600000	3890
Chr13	14000000	15000000	256789
Chr02	32800000	33800000	3265
Chr13	14200000	15200000	246910
Chr02	33000000	34000000	40395
Chr13	14400000	15400000	221968
Chr02	33200000	34200000	40395
Chr13	14600000	15600000	197523
Chr02	33400000	34400000	40395
Chr13	14800000	15800000	120030
Chr02	33600000	34600000	78757
Chr13	15000000	16000000	102439
Chr13	15200000	16200000	81572
Chr13	15400000	16400000	60880
Chr13	15600000	16600000	36718
Chr09	17800000	18800000	784158
Chr09	18000000	19000000	604969
Chr03	1800000	2800000	320373
Chr09	18200000	19200000	542549
Chr03	2000000	3000000	337721
Chr09	18400000	19400000	545391
Chr03	2200000	3200000	442651
Chr09	18600000	19600000	534018
Chr03	2400000	3400000	343968
Chr01	21800000	22800000	107636
Chr09	18800000	19800000	528572
Chr03	2600000	3600000	583851
Chr01	22000000	23000000	172967
Chr09	19000000	20000000	721593
Chr03	2800000	3800000	558694
Chr01	22200000	23200000	182322
Chr09	19200000	20200000	717033
Chr03	3000000	4000000	638837
Chr01	22400000	23400000	1010915
Chr10	0	1000000	756677
Chr09	19400000	20400000	676137
Chr03	3200000	4200000	576532
Chr01	22600000	23600000	1058404
Chr10	200000	1200000	585889
Chr09	19600000	20600000	649224
Chr03	3400000	4400000	581372
Chr01	22800000	23800000	2937605
Chr10	400000	1400000	653533
Chr03	3600000	4600000	283601
Chr01	23000000	24000000	2830924
Chr10	600000	1600000	787924
Chr01	23200000	24200000	2918679
Chr10	800000	1800000	665671
Chr01	23400000	24400000	2866102
Chr10	1000000	2000000	601614
Chr01	23600000	24600000	2512028
Chr10	1200000	2200000	764518
Chr10	1400000	2400000	701152
Chr10	1600000	2600000	586352
Chr02	33800000	34800000	78240
Chr02	34000000	35000000	54885
Chr02	34200000	35200000	51182
Chr02	34400000	35400000	51182
Chr13	15800000	16800000	32513
Chr02	34600000	35600000	58589
Chr13	16000000	17000000	11773
Chr02	34800000	35800000	35980
Chr13	16200000	17200000	13061
Chr02	35000000	36000000	45457
Chr13	16400000	17400000	61599
Chr02	35200000	36200000	364280
Chr13	16600000	17600000	112159
Chr02	35400000	36400000	366460
Chr13	16800000	17800000	117806
Chr02	35600000	36600000	377909
Chr13	17000000	18000000	119068
Chr13	17200000	18200000	117780
Chr13	17400000	18400000	79652
Chr13	17600000	18600000	55076
Chr05	59800000	60800000	748173
Chr05	60000000	61000000	742984
Chr05	60200000	61200000	756942
Chr05	60400000	61400000	520448
Chr05	60600000	61600000	518314
Chr05	60800000	61800000	595978
Chr05	61000000	62000000	542779
Chr05	61200000	62200000	586304
Chr05	61400000	62400000	662952
Chr05	61600000	62600000	704384
Chr03	3800000	4800000	293200
Chr03	4000000	5000000	274587
Chr03	4200000	5200000	314121
Chr01	23800000	24800000	2066204
Chr03	4400000	5400000	266130
Chr01	24000000	25000000	2081464
Chr03	4600000	5600000	308512
Chr01	24200000	25200000	1970770
Chr03	4800000	5800000	321720
Chr01	24400000	25400000	1998007
Chr03	5000000	6000000	236750
Chr01	24600000	25600000	1962402
Chr03	5200000	6200000	220391
Chr01	24800000	25800000	2028825
Chr03	5400000	6400000	473677
Chr01	25000000	26000000	2028832
Chr03	5600000	6600000	413472
Chr01	25200000	26200000	2061065
Chr01	25400000	26400000	2014691
Chr01	25600000	26600000	178584
Chr02	35800000	36800000	352001
Chr02	36000000	37000000	337848
Chr02	36200000	37200000	22568
Chr02	36400000	37400000	46059
Chr13	17800000	18800000	54243
Chr02	36600000	37600000	40873
Chr13	18000000	19000000	82696
Chr02	36800000	37800000	44352
Chr13	18200000	19200000	92492
Chr02	37000000	38000000	38956
Chr13	18400000	19400000	113646
Chr02	37200000	38200000	35413
Chr13	18600000	19600000	90205
Chr02	37400000	38400000	9742
Chr13	18800000	19800000	77783
Chr02	37600000	38600000	351815
Chr13	19000000	20000000	47031
Chr13	19200000	20200000	37235
Chr13	19400000	20400000	10718
Chr13	19600000	20600000	8175
Chr05	61800000	62800000	731564
Chr05	62000000	63000000	778123
Chr05	62200000	63200000	769287
Chr05	62400000	63400000	771920
Chr05	62600000	63600000	916846
Chr05	62800000	63800000	915227
Chr05	63000000	64000000	969282
Chr05	63200000	64140413	922422
Chr05	63400000	64140413	687138
Chr05	63600000	64140413	435743
Chr03	5800000	6800000	357155
Chr03	6000000	7000000	439970
Chr03	6200000	7200000	403709
Chr03	6400000	7400000	167506
Chr01	25800000	26800000	88276
Chr03	6600000	7600000	155602
Chr01	26000000	27000000	96557
Chr03	6800000	7800000	177501
Chr01	26200000	27200000	55618
Chr03	7000000	8000000	163313
Chr01	26400000	27400000	157137
Chr03	7200000	8200000	243313
Chr01	26600000	27600000	286744
Chr03	7400000	8400000	221505
Chr01	26800000	27800000	402484
Chr03	7600000	8600000	241873
Chr01	27000000	28000000	460027
Chr01	27200000	28200000	532279
Chr01	27400000	28400000	484676
Chr01	27600000	28600000	439464
Chr02	37800000	38800000	348336
Chr02	38000000	39000000	351716
Chr02	38200000	39200000	364694
Chr02	38400000	39400000	430375
Chr02	38600000	39600000	595308
Chr02	38800000	39800000	380254
Chr02	39000000	40000000	561271
Chr02	39200000	40200000	550533
Chr02	39400000	40400000	496356
Chr02	39600000	40600000	279527
Chr05	63800000	64140413	293193
Chr05	64000000	64140413	83978
Chr03	7800000	8800000	199637
Chr03	8000000	9000000	142957
Chr03	8200000	9200000	135029
Chr03	8400000	9400000	137020
Chr01	27800000	28800000	463089
Chr03	8600000	9600000	158375
Chr01	28000000	29000000	361767
Chr03	8800000	9800000	182353
Chr01	28200000	29200000	289515
Chr03	9000000	10000000	204690
Chr01	28400000	29400000	265321
Chr03	9200000	10200000	143224
Chr01	28600000	29600000	248959
Chr03	9400000	10400000	177831
Chr01	28800000	29800000	175053
Chr03	9600000	10600000	164675
Chr01	29000000	30000000	219187
Chr01	29200000	30200000	239166
Chr01	29400000	30400000	255676
Chr01	29600000	30600000	147784
Chr03	9800000	10800000	142929
Chr03	10000000	11000000	104754
Chr03	10200000	11200000	121060
Chr03	10400000	11400000	115027
Chr01	29800000	30800000	85092
Chr03	10600000	11600000	92207
Chr01	30000000	31000000	39588
Chr03	10800000	11800000	90475
Chr01	30200000	31200000	41292
Chr03	11000000	12000000	129716
Chr01	30400000	31400000	31991
Chr03	11200000	12200000	122666
Chr01	30600000	31600000	34046
Chr03	11400000	12400000	77415
Chr01	30800000	31800000	103255
Chr03	11600000	12600000	182581
Chr01	31000000	32000000	138521
Chr01	31200000	32200000	134747
Chr01	31400000	32400000	132695
Chr01	31600000	32600000	205237
Chr03	11800000	12800000	282004
Chr03	12000000	13000000	249553
Chr03	12200000	13200000	251790
Chr01	31800000	32800000	184475
Chr03	12400000	13400000	351044
Chr01	32000000	33000000	169905
Chr03	12600000	13600000	245168
Chr01	32200000	33200000	167310
Chr03	12800000	13800000	166253
Chr01	32400000	33400000	165074
Chr03	13000000	14000000	152134
Chr01	32600000	33600000	135903
Chr03	13200000	14200000	145992
Chr01	32800000	33800000	144378
Chr03	13400000	14400000	95325
Chr01	33000000	34000000	123682
Chr03	13600000	14600000	126700
Chr01	33200000	34200000	118371
Chr01	33400000	34400000	171761
Chr01	33600000	34600000	172032
Chr03	13800000	14800000	157995
Chr03	14000000	15000000	173226
Chr03	14200000	15200000	162245
Chr03	14400000	15400000	133378
Chr01	33800000	34800000	150479
Chr03	14600000	15600000	118987
Chr01	34000000	35000000	176240
Chr03	14800000	15800000	81441
Chr01	34200000	35200000	176498
Chr03	15000000	16000000	66210
Chr01	34400000	35400000	141353
Chr03	15200000	16200000	57160
Chr01	34600000	35600000	133462
Chr03	15400000	16400000	57303
Chr01	34800000	35800000	122275
Chr03	15600000	16600000	40081
Chr01	35000000	36000000	181616
Chr01	35200000	36200000	254571
Chr01	35400000	36400000	245076
Chr01	35600000	36600000	216611
Chr04	59800000	60800000	896494
Chr04	60000000	61000000	799843
Chr04	60200000	61200000	668011
Chr04	60400000	61400000	646871
Chr04	60600000	61600000	688787
Chr04	60800000	61800000	669309
Chr04	61000000	62000000	652434
Chr04	61200000	62178258	689992
Chr04	61400000	62178258	505813
Chr04	61600000	62178258	343415
Chr02	0	1000000	835947
Chr02	200000	1200000	798051
Chr02	400000	1400000	724567
Chr02	600000	1600000	725612
Chr02	800000	1800000	684799
Chr02	1000000	2000000	694453
Chr02	1200000	2200000	2618515
Chr02	1400000	2400000	2615404
Chr02	1600000	2600000	2561283
Chr03	15800000	16800000	38525
Chr03	16000000	17000000	68824
Chr03	16200000	17200000	76286
Chr03	16400000	17400000	154678
